Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
518624,0.086744891,0,0.015001368,0.133697299,0.04795737,0.105936097,0.002665399,0,0.001419688,0,0.022500103,0.024129255,0.038983665,0,0,0.006400035,0,0.002286944,0.039509926,0,0,0.472767962,0,0.915585349,0.470869293
516861,0.064048945,0.012799201,0.021782895,0.101688209,0,0.093399197,0,0,0.028198957,0,0.035291346,0.093348302,0.037621176,0,0,0.00467737,0,0.003933223,0.013883705,0,0,0.489327472,0,0.861845299,0.536880818
517741,0.068985031,0.019935888,0.032839656,0.074213148,0.026819344,0.176417779,0,0,0.034662464,0,0.035080718,0.044528989,0.023062388,0,0,0.006622475,0,0.001230203,0.017875802,0,0,0.437726115,0,0.895511497,0.51514332
516956,0.036132783,0,0.012851304,0.141474462,0.043992478,0.145324151,0,0,0.013613952,0,0.016430384,0.034058907,0.040663243,0,0,0.006719851,0,0.004691473,0.008995175,0,0,0.495051838,0,0.916919079,0.45414307
517301,0.094335325,0,0.024065035,0.18350134,0.098507876,0.161943773,0,0,0.021572567,0,0,0.052161931,0.039125742,0,0,0.013726742,0,0.008534025,0.035760779,0,0,0.266764864,0,0.895701678,0.572374711
519026,0.044841468,0.016546976,0.020395648,0.155025833,0,0.226893062,0.051165042,0,0,0,0,0.164015511,0.040312944,0.000429543,0.033530076,0.005256265,0,0.005765526,0,0.009897016,0.005432028,0.220493064,0,0.82296556,0.643216415
520415,0.08533015,0,0.02593723,0.134405351,0.039810725,0.164490257,0,0,0.020891583,0,0.03489827,0.067767428,0.039860207,0,0,0.002156613,0,0.005449639,0.006168267,0,0,0.372834281,0,0.908300905,0.520062422
519368,0.083389541,0,0.02725431,0.082461549,0,0.067080913,0,0,0.040185773,0,0.050296069,0.036327953,0.075116012,0,0,0,0,0.003190645,0.011249521,0,0,0.523447713,0,0.905065711,0.461767178
519395,0.043531144,0,0.008167571,0.071641989,0,0.1081659,0.002721541,0,0.021074023,0,0.088775107,0.036306669,0.039770241,0.017356376,0,0,0,0.004567376,0,0.042520832,0,0.515401232,0,0.868546165,0.519775936
521926,0.051938987,0.020512022,0.033974761,0.135965853,0,0.121231298,0.008903534,0,0.02991426,0,0.129266943,0.07561999,0.006496946,0,0,0,0,0.007851924,0.006734974,0,0,0.371588507,0,0.871879194,0.555579378
521568,0.070347605,0.010151668,0.037302723,0.145172966,0.016387929,0.15903455,0.023668111,0,0.000710618,0,0.081325935,0.029032804,0.01403611,0,0,0.008797308,0,0.009312393,0.012188827,0,0,0.382530452,0,0.880642539,0.5518921
522953,0.04679999,0,0.00783969,0.11589342,0.014927459,0.091414881,0,0,0.01519615,0,0.024128041,0.039131241,0.019694958,0,0,0.007811906,0,0.004196345,0.008062175,0,0,0.604903743,0,0.94432611,0.363033005
521220,0.037215166,0.017074869,0.028473894,0.314305823,0,0.09072853,0,0.000328709,0.088728018,0,0,0.07589755,0.005598691,0,0,0.019022052,0,0,0.037047454,0,0,0.285579243,0,0.842481018,0.608022942
521973,0.060677159,0.028398187,0.043363197,0.355367837,0,0.057838303,0.01264812,0,0.121256753,0,0.035017131,0.007338177,0.02815709,0,0,0,0,0,0.021976362,0,0,0.227961684,0,0.728537776,0.708069672
523367,0.107410032,0.007539803,0.032840085,0.18979037,0,0.12867265,0.014472904,0,0.058100069,0,0.024831752,0.032934032,0.047404318,0.001514327,0,0.003476506,0,0.00232485,0.006866357,0,0,0.341821944,0,0.793801388,0.64590115
522186,0.05343419,0,0.018383161,0.099317873,0.074959718,0.163703357,0.005817073,0,0.001169145,0,0.022128073,0.013545517,0.017973647,0,0,0.002929365,0,0.001336254,0.025993698,0,0,0.499308929,0,0.92625705,0.441917391
523436,0.019085149,0.009628586,0.01239332,0.170906787,0.04799649,0.141588321,0,0,0.021017666,0,0,0.045939667,0.04845466,0,0,0.00487354,0,0.004038143,0.004886572,0,0,0.469191099,0,0.889000234,0.502001693
523790,0.047625396,0,0.021064956,0.126636467,0.07509378,0.146652288,0,0,0.007422287,0,0.060552465,0.022426229,0.026733015,0,0,0.01375917,0,0,0.019524646,0,0,0.432509299,0,0.915771542,0.485411669
523947,0.083201517,0,0.017644678,0.160496852,0.114483761,0.182005025,0,0,0.015495976,0,0.041316723,0.051249965,0.074284004,0,0,0.007827289,0,0.001191574,0.006461415,0,0,0.244341219,0,0.899083545,0.564217663
524512,0.041805048,0.000178312,0.016870039,0.149174892,0.037628384,0.080880073,0.004054399,0,0.036761677,0,0.035714062,0.019460069,0.035516017,0,0,0.005386623,0,0.000514576,0.013649175,0,0,0.522406652,0,0.919738217,0.440573798
524940,0.079806058,0,0.02340282,0.08775224,0,0.163465009,0.002179033,0,0.024002284,0,0.0319789,0.001730847,0.016448303,0,0,0.007666459,0,0.005250415,0,0.012654117,0,0.543663516,0,0.902434845,0.464071587
525060,0.205149826,0,0.02979096,0.115429362,0,0.111923855,0,0,0.012720111,0,0.11764097,0.008122674,0.051288043,0,0,0.004123109,0,0.000749241,0.025604321,0,0,0.317457527,0,0.880878107,0.567140293
525942,0.033789358,0.005002107,0.016264716,0.131867123,0,0.094905786,0.002250068,0,0.031893207,0,0.007518067,0.060698171,0.018338913,0,0,0.005598529,0,0.002784605,0.034139363,0,0,0.554949987,0,0.932604927,0.409009218
525994,0.101850502,0,0.030585348,0.183659009,0,0.150385887,0,0,0.059645596,0,0.038207899,0.067248799,0.056990033,0,0,0,0,0.003819581,0.011124438,0,0,0.296482907,0,0.780022947,0.664638845
526134,0.022036549,0.008333942,0.016146928,0.131025804,0,0.077540336,0.012515743,0,0.013934856,0.008606948,0.075103453,0.061011582,0.037158483,0,0,0.005729022,0,0.010525814,0.02193542,0,0,0.49839512,0,0.840725895,0.559854513
526018,0.122240027,0,0.027186384,0.164078625,0.034514022,0.15151463,0,0,0.059585726,0,0.018940796,0.018901506,0.056915991,0,0,0,0,0.002349664,0.019542905,0,0,0.324229726,0,0.904252977,0.543589502
526725,0.046595038,0.045472672,0.018191449,0.101223396,0.033022944,0.178741167,0.002138492,0,0.013806775,0,0.042537467,0.009670749,0.130306713,0,0,0.006897354,0,0.003739378,0.020421321,0,0,0.347235086,0,0.91312964,0.522066177
526608,0.08936963,0.010565129,0.020623155,0.095965832,0.087177707,0.17897549,0,0,0.012671596,0,0.040002055,0.049518837,0.049932854,0,0,0,0,0.005065064,0.006596643,0,0,0.353536007,0,0.913678825,0.521698779
525466,0.139065404,0,0.034091787,0.188620174,0.02967237,0.234917225,0.016763249,0,0.002285986,0,0.102087204,0,0.04345056,0,0,0,0,0,0.018792721,0,0,0.190253319,0,0.886777342,0.586514032
526788,0.044581307,0,0.01637041,0.048064193,0,0.088698896,0.004320664,0,0.026587918,0,0.040856602,0.012737228,0.063318595,0,0,0.013848454,0,0.009115056,0.022426059,0,0,0.609074618,0,0.938911953,0.369579816
318514,0.056400507,0,0.010799007,0.126692272,0.05074382,0.177674249,0,0,0.005202177,0,0.050839291,0.01268466,0.040630078,0.012353451,0,0.002701472,0,0,0.010461094,0,0,0.442817921,0,0.895042071,0.505227344
526454,0.031940127,0,0.015104789,0.130844504,0.011405902,0.076011726,0.000174988,0,0.036295066,0,0.027137988,0.061438497,0.009616598,0.008094186,0,0,0,0.002717905,0,0.019433531,0,0.569784192,0,0.927620281,0.411246742
527274,0.033701939,0,0.002294072,0.116485152,0.019466209,0.206541403,0.000206056,0,0,0,0.023650001,0.04405019,0,0,0,0.000634338,0,0.002299133,0,0.010321707,0,0.540349801,0,0.942394974,0.393260854
